sbd,ten,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd
1001838,Mia,7.6,8.25,9.4,,,,7.75,6.75,8.5
1001839,Emma,7.2,7.25,7.2,,,,7.25,6.75,8
1001840,Chloe,6,7.5,7.8,,,,6.75,4.75,8
1001841,Henry,7.8,8.5,7.6,,,,7.5,8.25,8.5
1001842,Harper,6.8,8.5,5.2,,,,8.5,8.75,8.75
1001843,Benjamin,8.2,8.25,5.4,,,,7.5,7.25,8.5
1001844,Henry,6,8.75,7.6,,,,8.25,7.25,9
1001845,Isabella,7.6,9,7.6,,,,6.5,7,8.25
1001846,Emma,8.4,9,7.8,,,,4.5,5.5,7.5
1001847,Abigail,8.6,9.5,9,,,,8.75,8.25,9
1001848,Sofia,8.2,8.5,8.4,,,,6.5,6.25,9.5
1001849,William,6.4,8.25,7.4,,,,7.25,6.25,8.25
1001850,Scarlett,7.8,9.25,9,,,,6.5,7.5,8.75
1001851,Sofia,7.6,8.25,8.4,,,,9,8.5,8.75
1001852,Charlotte,7.8,5.75,8,,,,8,8,9.5
1001853,Isabella,8.2,7.5,8.4,,,,8.5,8.25,8.5
1001854,Evelyn,5.4,6.75,3.4,,,,6.75,7,9
1001855,Lucas,2.8,6.5,9.4,,,,5,4,8.25
1001856,Noah,8,8,8.4,,,,7.75,6.25,8.75
1001857,Chloe,8.2,8.5,8.2,,,,6.25,6.5,8
1001858,James,5.4,7.75,8,,,,7.25,7.25,8.75
1001859,Daniel,5.4,6.5,5,,,,6.25,7,8.5
1001860,Abigail,8.4,8,8.8,,,,7,5.5,7.75
1001861,Mia,7.2,7.75,7.6,,,,8.5,7.5,8.5
1001862,Isabella,8.4,8.75,8,,,,8.5,9,8.75
1001863,Emily,3.8,5.25,2.2,,,,5,5,6.75
1001864,Olivia,6.2,7,7.8,,,,4.75,7,8.25
1001865,Aiden,6.8,8.5,5.4,,,,8.5,8.75,7
1001866,Benjamin,8.2,9,9,,,,8.25,7.75,9.75
1001867,William,8.2,8.75,8.8,,,,7.5,5.75,7.5
1001868,William,7.8,7.75,5.2,,,,6.25,6.25,8.75
1001869,Scarlett,8.2,8.75,8.6,,,,7.5,6.25,8.75
1001870,Ethan,6.6,6.75,9.2,,,,6.25,6.75,8
1001871,Evelyn,3,6.75,4.2,,,,3,4.75,5.75
1001872,Abigail,8.2,8,8,,,,6,7,8
1001873,Benjamin,5,6.75,,,,,6,6.25,8.5
1001874,Ethan,7.8,7.5,,,,,8.75,7.75,8.5
1001875,Scarlett,8,7.5,5.4,,,,3.75,8.75,8.75
1001876,Charlotte,4.8,8.25,6.4,,,,6,5.75,9.5
1001877,Benjamin,6.8,7.5,10,,,,6.75,7.5,8.75
1001878,William,8,8,8.8,,,,7.75,7,8
1001879,Scarlett,8.4,8.75,8.4,,,,9,8.5,9
1001880,Isabella,8.2,8.75,7.8,,,,7.75,6.5,7.75
1001881,Benjamin,7.8,7.25,8.8,,,,8.5,7,8.75
1001882,Elijah,8,8,9,,,,8.75,8.5,8.5
1001883,Chloe,6.2,8,8.2,,,,6.25,6.25,8.25
1001884,Elijah,6.4,8.5,4.2,,,,5.75,7,7.75
1001885,Isabella,8.2,8.5,8.4,,,,8.25,8.5,9
1001886,Noah,7.8,8,8.2,,,,8.5,6.5,8.25
1001887,Lucas,5.8,7.5,9,,,,5,6.5,8
1001888,Scarlett,7.2,8.5,8.6,,,,7.25,6.5,9
1001889,Emma,8.4,8.5,7.2,,,,6,6,7
1001890,James,8.2,8.5,7.4,,,,7.5,6.75,8
1001891,William,8.8,9.25,8.4,,,,8,8.75,8.75
1001892,Lucas,7,8,7.6,,,,5.25,6.25,8.25
1001893,Emma,7.4,8.5,7.4,,,,5.25,6.75,8.75
1001894,Harper,6,6.5,5.4,,,,6.75,7,8.5
1001895,Ethan,8.4,9.5,9,,,,8,6.5,8
1001896,Liam,8.2,9.5,8,,,,8.25,8.25,9.75
1001897,Charlotte,8.2,8,4.8,,,,7.25,8.25,8
1001898,Elijah,7.4,8.5,7.6,,,,6,5.5,7.5
1001899,Emma,5.4,7.25,3,,,,6,5.75,6
1001900,Abigail,8.4,9,7,,,,7.25,7.5,7.5
1001901,Scarlett,5.6,7.25,7.6,,,,7.75,5.75,7.5
1001902,Amelia,8.2,9,9.6,,,,5.25,5.75,7.75
1001903,Olivia,7.4,7.5,7,,,,7,4.75,7.25
1001904,Ava,8.6,8,8.8,,,,7.75,7.5,9
1001905,Chloe,8,7.75,8,,,,5.5,6.5,7
1001906,Ava,5.8,7.25,5.4,,,,6.75,6.5,8
1001907,Benjamin,7.8,7,7.6,,,,7.25,8,8.25
1001908,Chloe,8.2,7.75,8.6,,,,8.25,8,8
1001909,William,7.2,8,7.8,,,,7.75,6.75,8.75
1001910,Harper,6,7,2.4,,,,6,6.75,9.25
1001911,James,6.8,7.5,6.2,,,,6.75,5.25,7.25
1001912,Amelia,3.8,7,3.6,,,,4.5,6,8
1001913,Aiden,7,8,8.4,,,,6.5,7.5,7.5
1001914,Emily,6.6,7.5,6.4,,,,9,7.5,8.5
1001915,Mia,7.8,7.75,8.2,,,,6,6.5,8.5
1001916,Grace,6.6,7.5,7.6,,,,8,6.75,7.75
1001917,Grace,8.8,8.25,8,7.75,7.75,5,,,
1001918,Henry,8.2,9,8.8,,,,6.5,5.5,7.25
1001919,Scarlett,7.8,8,8.4,,,,7.75,6.5,7.75
1001920,Benjamin,9,7.25,6.8,8.5,8.75,5.75,,,
1001921,Harper,7.2,8,8.2,5,7.75,6.25,,,
1001922,Elijah,8.2,6.5,8.2,7.75,4.5,3.25,,,
1001923,Samuel,7.6,7,9,3.5,7,5,,,
1001924,Isabella,8.6,8.25,8.4,,,,6.75,5.75,7.25
1001925,Benjamin,9,8.25,9.6,,,,7.75,7.25,8.75
1001926,Oliver,8,5.5,9.2,8.25,5.25,4,,,
1001927,Charlotte,7.4,7,9,8,4.5,4.5,,,
1001928,Abigail,7.2,6.75,,,,,6,5.75,8.75
1001929,Aiden,8.8,7,8.8,7.25,4.25,5,,,
1001930,Oliver,7.2,7.75,6.4,,,,6.5,6.75,8
1001931,Benjamin,9,8.25,9.4,7.25,7.25,5,,,
1001933,Evelyn,8.4,7.75,8,8.5,8.5,8.75,,,
1001934,Isabella,6.8,7.5,7.2,,,,6.75,5,8
1001935,Jackson,7.8,8,8.6,6.25,7.75,4.75,,,
1001936,Harper,9,6.5,9.4,8,4.5,3.25,,,
1001937,Samuel,8,7.5,,,,,7.5,7.75,7.75
1001938,Benjamin,5.2,8,2.6,,,,7,6.25,8.25
1001939,Charlotte,8.2,9.25,8.6,,,,7.5,7.5,8.25
1001940,Grace,8.4,7,8,8,6,6.5,,,
1001942,Emily,7.4,8.75,7.6,,,,7.5,6.5,7.75
1001943,Scarlett,8.6,8.5,9,,,,8.25,9.25,8.75
1001944,Scarlett,8.4,8,8.8,7.75,4,2.75,,,
1001945,Grace,7.6,9,8.6,,,,8.25,7.5,9
1001946,Harper,8.4,8.75,7.6,,,,8,6.75,8.75
1001947,Samuel,8.4,8.75,8.8,,,,4.75,6.75,8.75
1001948,Charlotte,9,7.5,8.8,8.5,3.5,4.75,,,
1001949,Daniel,7,5.5,3.2,5.5,4.25,6,,,
1001950,Henry,7.8,8.5,7.4,,,,7,6.75,7.75
1001951,Benjamin,4.2,6.75,3,,,,7,6.75,8.25
1001952,Liam,7.6,8.25,,,,,7.75,8.25,8.75
1001953,Noah,7.2,8.25,,,,,9.5,8.75,6.5
1001954,Benjamin,4.4,8.25,6.8,,,,8.5,7.5,8.75
1001955,Liam,8,8,8.8,2.5,8,5,,,
1001956,Ethan,7.8,8.5,4.4,,,,9,7.75,9.5
1001957,Daniel,3.2,6,2.8,,,,4,5.5,7.75
1001958,Emma,7.6,8.25,8.6,,,,7.75,7.25,8.75
1001959,Lucas,8,9,9.6,,,,8.25,7.75,8.5
1001960,Sophia,7.8,9.5,7.6,,,,10,8.75,8.5
1001961,Noah,6.8,7.75,6.6,,,,6.75,6.25,8.25
1001962,Liam,6,8.25,9,,,,6.75,6.5,8
1001963,Ethan,8.6,8.5,9.8,,,,8.5,7.5,9
1001964,Grace,4.8,6.25,8.4,,,,7.25,5.75,9.25
1001965,Chloe,7.8,7.25,8.8,,,,6,8,7.75
1001966,Charlotte,8.4,9,9.2,,,,8.25,8,9.25
1001967,Scarlett,8,6.25,8.6,5.5,2.5,4.5,,,
1001968,Evelyn,6.2,5.75,7.6,,,,5.75,6.5,7.25
1001969,Emma,5.8,5.5,5,,,,7.25,6,8
1001970,Emma,7.6,7.75,8.8,,,,6,7,8.25
1001971,William,7.2,8,5.6,,,,7.75,8.75,9.25
1001972,Ethan,8.4,8,7,7,5.75,5.5,,,
1001973,Daniel,7.2,7.5,6.6,,,,6.25,5.5,8.25
1001974,Sophia,8.4,7.75,7.8,9.25,9.25,7.5,,,
1001975,Emma,7.6,8.5,9.4,,,,9.25,7.5,7.75
1001976,Daniel,8.4,6,9,5.75,7.5,6.25,,,
1001977,Charlotte,7.8,7.5,6.8,,,,6,6,7.75
1001978,Abigail,8.2,6.5,9.4,8,8,6,,,
1001979,Amelia,8.8,6.75,9.2,8,7.75,6.75,,,
1001980,Emily,4,5.75,3.8,,,,4,5.75,7
1001981,Henry,7,6.5,7,6,6.5,5.25,,,
1001982,Benjamin,7.8,5.75,8.8,,,,7,6.75,7.5
1001983,Evelyn,7.4,7,,,,,6.75,7.25,7.25
1001984,Isabella,8.4,7.25,9,,,,5.5,6.75,8
1001985,Ava,7.6,7.5,7.8,7,8.75,6.5,,,
1001986,Liam,7.4,7.25,9.2,,,,8.25,7.25,7.5
1001987,Liam,8.6,7,7.2,,,,6.5,6.5,7.5
1001988,Grace,7,5.75,7,6.5,5.25,3.5,,,
1001989,James,8,9,8.2,,,,8,8.5,9.25
1001990,Daniel,8.6,8,6.6,8.75,8,5.5,,,
1001991,Abigail,8,6,9,6,7.75,5,,,
1001992,Mia,7,6,9.4,3,8,4,,,
1001993,Liam,7.2,6.5,5,,,,6.5,6,7.5
1001994,Daniel,7.6,7.25,7.2,5.75,2.5,1.75,,,
1001995,Mia,5.6,7,,,,,7.5,4.75,9.5
1001996,Scarlett,8.4,7.25,5.4,5.75,8,4.25,,,
1001997,Samuel,2.8,3.25,2.6,,,,4.75,3.5,5.5
1001998,Jackson,7.6,8.5,8.2,,,,7.75,6.75,7.75
1001999,Mia,8.2,8.75,7.6,,,,7.25,7.5,9
1002000,Olivia,7.8,8.5,9.8,,,,7,6.75,9
1002001,Noah,7,8.5,8.6,,,,8.75,5,7.75
1002002,Scarlett,3.4,6.25,3,,,,3.75,5.75,7.5
1002003,Emily,6,7,7.8,,,,5.75,4.5,6
1002004,Sofia,8,7.75,7.2,,,,8.5,7.5,8.5
1002005,Liam,7.4,8.5,7.8,,,,6.5,6.5,8
1002006,Aiden,7,8.25,8.2,,,,7.75,6.5,7.75
1002007,Abigail,4.2,6.5,5.8,,,,7,8,8.75
1002008,Aiden,5.4,6,7.2,,,,6,7.25,8.5
1002009,Abigail,6.4,7.25,4,,,,6.5,6.75,8.25
1002010,Henry,9.4,7,8.8,,,,7.25,7.5,7.25
1002011,Mia,7.4,8.25,5.2,,,,8.25,8.25,7
1002012,Chloe,8.8,7.75,6.8,5.75,5.75,4.25,,,
1002013,James,9.2,9,10,,,,8.5,8,9
1002014,Sofia,8,8.25,8,,,,7.25,7.25,8.5
1002015,James,7.2,8.75,8.2,,,,7.75,6.5,7.5
1002016,Emily,6.8,6.5,7.2,,,,7.5,6.5,8
1002017,Charlotte,8.2,7,7.4,7.75,5.5,4.25,,,
1002018,Aiden,9,7.5,7,7.5,7.75,3,,,
1002019,Lucas,7.8,6.25,7.2,7.75,3.75,3,,,
1002020,Grace,7.8,7,8.8,6,7.5,5.5,,,
1002021,Lucas,7.8,8,9.6,,,,8.5,8.75,9
1002022,Henry,7.6,7.5,9.4,,,,8,7.5,8.75
1002023,Jackson,8.2,9.5,7.4,,,,7.75,7.75,8.75
1002024,Samuel,8,9,8.4,,,,8,8.5,7.75
